Category,comment/name,DOI,units,temperature,cation1,cation1_conc,cation2,cation2_conc,cation3,cation3_conc,cation4,cation4_conc,cation5,cation5_conc,cation6,cation6_conc,cation7,cation7_conc,cation8,cation8_conc,anion1,anion1_conc,anion2,anion2_conc,anion3,anion3_conc,anion4,anion4_conc,anion5,anion5_conc,anion6,anion6_conc,anion7,anion7_conc,anion8,anion8_conc,solvent1,solvent1_ratio,solvent2,solvent2_ratio,solvent3,solvent3_ratio,solvent4,solvent4_ratio,solvent5,solvent5_ratio,solvent6,solvent6_ratio,solvent7,solvent7_ratio,solvent8,solvent8_ratio,category
,protic-44-minT-highconc,,volume,426.3,Y+3,0.0274544078443158,Zn+2,0.0274544078443158,,,,,,,,,,,,,F-,0.137272039221579,,,,,,,,,,,,,,,CH4N2O,2.0,,,,,,,,,,,,,,,random
,protic-44-maxT-highconc,,volume,430.35,Y+3,0.0274544078443158,Zn+2,0.0274544078443158,,,,,,,,,,,,,F-,0.137272039221579,,,,,,,,,,,,,,,CH4N2O,2.0,,,,,,,,,,,,,,,random
,aprotic-45-minT-lowconc,,volume,276.15000000000003,Cu+2,0.0100469491288221,Fe+2,0.0100469491288221,Pt+2,0.0100469491288221,,,,,,,,,,,BF4-,0.0502347456441108,C2F6NO4S2-,0.0100469491288221,,,,,,,,,,,,,C3H8O3S,2.0,,,,,,,,,,,,,,,random
,aprotic-45-maxT-lowconc,,volume,405.65,Cu+2,0.0100469491288221,Fe+2,0.0100469491288221,Pt+2,0.0100469491288221,,,,,,,,,,,BF4-,0.0502347456441108,C2F6NO4S2-,0.0100469491288221,,,,,,,,,,,,,C3H8O3S,2.0,,,,,,,,,,,,,,,random
,aprotic-45-minT-highconc,,volume,276.15000000000003,Cu+2,0.0213534283233567,Fe+2,0.0213534283233567,Pt+2,0.0213534283233567,,,,,,,,,,,BF4-,0.1067671416167836,C2F6NO4S2-,0.0213534283233567,,,,,,,,,,,,,C3H8O3S,2.0,,,,,,,,,,,,,,,random
,aprotic-45-maxT-highconc,,volume,405.65,Cu+2,0.0213534283233567,Fe+2,0.0213534283233567,Pt+2,0.0213534283233567,,,,,,,,,,,BF4-,0.1067671416167836,C2F6NO4S2-,0.0213534283233567,,,,,,,,,,,,,C3H8O3S,2.0,,,,,,,,,,,,,,,random
,aq-46-minT-lowconc,,volume,286.65000000000003,Al+3,0.0113028177699249,Ti+,0.0113028177699249,Cs+,0.0113028177699249,,,,,,,,,,,BF4-,0.0565140888496246,,,,,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aq-46-maxT-lowconc,,volume,354.35,Al+3,0.0113028177699249,Ti+,0.0113028177699249,Cs+,0.0113028177699249,,,,,,,,,,,BF4-,0.0565140888496246,,,,,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aq-46-minT-highconc,,volume,286.65000000000003,Al+3,0.0240226068637763,Ti+,0.0240226068637763,Cs+,0.0240226068637763,,,,,,,,,,,BF4-,0.1201130343188816,,,,,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,aq-46-maxT-highconc,,volume,354.35,Al+3,0.0240226068637763,Ti+,0.0240226068637763,Cs+,0.0240226068637763,,,,,,,,,,,BF4-,0.1201130343188816,,,,,,,,,,,,,,,H2O,1.0,,,,,,,,,,,,,,,random
,protic-47-minT-lowconc,,volume,222.6,Cu+,0.0113028177699249,Sr+2,0.0113028177699249,Ba+2,0.0113028177699249,,,,,,,,,,,CHO3-,0.0565140888496246,,,,,,,,,,,,,,,C6H15NO2,2.0,,,,,,,,,,,,,,,random
,protic-47-maxT-lowconc,,volume,420.85,Cu+,0.0113028177699249,Sr+2,0.0113028177699249,Ba+2,0.0113028177699249,,,,,,,,,,,CHO3-,0.0565140888496246,,,,,,,,,,,,,,,C6H15NO2,2.0,,,,,,,,,,,,,,,random
,protic-47-minT-highconc,,volume,222.6,Cu+,0.0240226068637763,Sr+2,0.0240226068637763,Ba+2,0.0240226068637763,,,,,,,,,,,CHO3-,0.1201130343188816,,,,,,,,,,,,,,,C6H15NO2,2.0,,,,,,,,,,,,,,,random
,protic-47-maxT-highconc,,volume,420.85,Cu+,0.0240226068637763,Sr+2,0.0240226068637763,Ba+2,0.0240226068637763,,,,,,,,,,,CHO3-,0.1201130343188816,,,,,,,,,,,,,,,C6H15NO2,2.0,,,,,,,,,,,,,,,random
,protic-48-minT-lowconc,,volume,253.62750000000003,Ba+2,0.0129175060227713,Hg+2,0.0129175060227713,Zn+2,0.0129175060227713,,,,,,,,,,,O4S-2,0.0258350120455427,CF3O3S-,0.0258350120455427,,,,,,,,,,,,,C2H6O2,2.0,C4H11NO,2.0,,,,,,,,,,,,,random
,protic-48-maxT-lowconc,,volume,401.0425,Ba+2,0.0129175060227713,Hg+2,0.0129175060227713,Zn+2,0.0129175060227713,,,,,,,,,,,O4S-2,0.0258350120455427,CF3O3S-,0.0258350120455427,,,,,,,,,,,,,C2H6O2,2.0,C4H11NO,2.0,,,,,,,,,,,,,random
,protic-48-minT-highconc,,volume,253.62750000000003,Ba+2,0.0274544078443158,Hg+2,0.0274544078443158,Zn+2,0.0274544078443158,,,,,,,,,,,O4S-2,0.0549088156886316,CF3O3S-,0.0549088156886316,,,,,,,,,,,,,C2H6O2,2.0,C4H11NO,2.0,,,,,,,,,,,,,random
,protic-48-maxT-highconc,,volume,401.0425,Ba+2,0.0274544078443158,Hg+2,0.0274544078443158,Zn+2,0.0274544078443158,,,,,,,,,,,O4S-2,0.0549088156886316,CF3O3S-,0.0549088156886316,,,,,,,,,,,,,C2H6O2,2.0,C4H11NO,2.0,,,,,,,,,,,,,random
,aprotic-49-minT-lowconc,,volume,295.365,Rb+,0.0180845084318799,Ca+2,0.0180845084318799,,,,,,,,,,,,,OH-,0.0180845084318799,F2O2P-,0.0180845084318799,C2H3O2-,0.0180845084318799,,,,,,,,,,,CHBr3,1.0,,,,,,,,,,,,,,,random
,aprotic-49-maxT-lowconc,,volume,401.375,Rb+,0.0180845084318799,Ca+2,0.0180845084318799,,,,,,,,,,,,,OH-,0.0180845084318799,F2O2P-,0.0180845084318799,C2H3O2-,0.0180845084318799,,,,,,,,,,,CHBr3,1.0,,,,,,,,,,,,,,,random
,aprotic-49-minT-highconc,,volume,295.365,Rb+,0.0384361709820421,Ca+2,0.0384361709820421,,,,,,,,,,,,,OH-,0.0384361709820421,F2O2P-,0.0384361709820421,C2H3O2-,0.0384361709820421,,,,,,,,,,,CHBr3,1.0,,,,,,,,,,,,,,,random
,aprotic-49-maxT-highconc,,volume,401.375,Rb+,0.0384361709820421,Ca+2,0.0384361709820421,,,,,,,,,,,,,OH-,0.0384361709820421,F2O2P-,0.0384361709820421,C2H3O2-,0.0384361709820421,,,,,,,,,,,CHBr3,1.0,,,,,,,,,,,,,,,random
,protic-50-minT-lowconc,,volume,270.45,O2V+,0.0322937650569283,Zr+4,0.0064587530113856,Cr+3,0.0064587530113856,,,,,,,,,,,C2H5O-,0.0064587530113856,C3H7O-,0.0064587530113856,CO3-2,0.0322937650569283,,,,,,,,,,,C4H11NO,1.0,C6H15NO2,3.0,C9H19NO,3.0,,,,,,,,,,,random
,protic-50-maxT-lowconc,,volume,429.2642857142857,O2V+,0.0322937650569283,Zr+4,0.0064587530113856,Cr+3,0.0064587530113856,,,,,,,,,,,C2H5O-,0.0064587530113856,C3H7O-,0.0064587530113856,CO3-2,0.0322937650569283,,,,,,,,,,,C4H11NO,1.0,C6H15NO2,3.0,C9H19NO,3.0,,,,,,,,,,,random
,protic-50-minT-highconc,,volume,270.45,O2V+,0.0686360196107895,Zr+4,0.0137272039221579,Cr+3,0.0137272039221579,,,,,,,,,,,C2H5O-,0.0137272039221579,C3H7O-,0.0137272039221579,CO3-2,0.0686360196107895,,,,,,,,,,,C4H11NO,1.0,C6H15NO2,3.0,C9H19NO,3.0,,,,,,,,,,,random
,protic-50-maxT-highconc,,volume,429.2642857142857,O2V+,0.0686360196107895,Zr+4,0.0137272039221579,Cr+3,0.0137272039221579,,,,,,,,,,,C2H5O-,0.0137272039221579,C3H7O-,0.0137272039221579,CO3-2,0.0686360196107895,,,,,,,,,,,C4H11NO,1.0,C6H15NO2,3.0,C9H19NO,3.0,,,,,,,,,,,random
,aprotic-51-minT-lowconc,,volume,288.9075,K+,0.0129175060227713,Ag+,0.0129175060227713,Hg+2,0.0129175060227713,,,,,,,,,,,C4BO8-,0.0516700240910854,,,,,,,,,,,,,,,C3H6O3,2.0,,,,,,,,,,,,,,,random
,aprotic-51-maxT-lowconc,,volume,344.85,K+,0.0129175060227713,Ag+,0.0129175060227713,Hg+2,0.0129175060227713,,,,,,,,,,,C4BO8-,0.0516700240910854,,,,,,,,,,,,,,,C3H6O3,2.0,,,,,,,,,,,,,,,random
,aprotic-51-minT-highconc,,volume,288.9075,K+,0.0274544078443158,Ag+,0.0274544078443158,Hg+2,0.0274544078443158,,,,,,,,,,,C4BO8-,0.1098176313772632,,,,,,,,,,,,,,,C3H6O3,2.0,,,,,,,,,,,,,,,random
,aprotic-51-maxT-highconc,,volume,344.85,K+,0.0274544078443158,Ag+,0.0274544078443158,Hg+2,0.0274544078443158,,,,,,,,,,,C4BO8-,0.1098176313772632,,,,,,,,,,,,,,,C3H6O3,2.0,,,,,,,,,,,,,,,random
,protic-52-minT-lowconc,,volume,217.308,Mn+2,0.0129175060227713,H4N+,0.0129175060227713,Cs+,0.0129175060227713,,,,,,,,,,,C4H6F3O2-,0.0516700240910854,,,,,,,,,,,,,,,CH3OH,2.0,C4H11NO,3.0,,,,,,,,,,,,,random
,protic-52-maxT-lowconc,,volume,351.196,Mn+2,0.0129175060227713,H4N+,0.0129175060227713,Cs+,0.0129175060227713,,,,,,,,,,,C4H6F3O2-,0.0516700240910854,,,,,,,,,,,,,,,CH3OH,2.0,C4H11NO,3.0,,,,,,,,,,,,,random
,protic-52-minT-highconc,,volume,217.308,Mn+2,0.0274544078443158,H4N+,0.0274544078443158,Cs+,0.0274544078443158,,,,,,,,,,,C4H6F3O2-,0.1098176313772632,,,,,,,,,,,,,,,CH3OH,2.0,C4H11NO,3.0,,,,,,,,,,,,,random
,protic-52-maxT-highconc,,volume,351.196,Mn+2,0.0274544078443158,H4N+,0.0274544078443158,Cs+,0.0274544078443158,,,,,,,,,,,C4H6F3O2-,0.1098176313772632,,,,,,,,,,,,,,,CH3OH,2.0,C4H11NO,3.0,,,,,,,,,,,,,random
,aprotic-53-minT-lowconc,,volume,259.35,Be+2,0.0180845084318799,Co+2,0.0180845084318799,,,,,,,,,,,,,O4S-2,0.0180845084318799,F-,0.0180845084318799,ClO4-,0.0180845084318799,,,,,,,,,,,C4H8O2S,1.0,C3H9O4P,3.0,C4H5N,2.0,,,,,,,,,,,random
,aprotic-53-maxT-lowconc,,volume,439.5333333333333,Be+2,0.0180845084318799,Co+2,0.0180845084318799,,,,,,,,,,,,,O4S-2,0.0180845084318799,F-,0.0180845084318799,ClO4-,0.0180845084318799,,,,,,,,,,,C4H8O2S,1.0,C3H9O4P,3.0,C4H5N,2.0,,,,,,,,,,,random
,aprotic-53-minT-highconc,,volume,259.35,Be+2,0.0384361709820421,Co+2,0.0384361709820421,,,,,,,,,,,,,O4S-2,0.0384361709820421,F-,0.0384361709820421,ClO4-,0.0384361709820421,,,,,,,,,,,C4H8O2S,1.0,C3H9O4P,3.0,C4H5N,2.0,,,,,,,,,,,random
,aprotic-53-maxT-highconc,,volume,439.5333333333333,Be+2,0.0384361709820421,Co+2,0.0384361709820421,,,,,,,,,,,,,O4S-2,0.0384361709820421,F-,0.0384361709820421,ClO4-,0.0384361709820421,,,,,,,,,,,C4H8O2S,1.0,C3H9O4P,3.0,C4H5N,2.0,,,,,,,,,,,random
,MS-54-minT,,number,1000.0,Sr+2,5.0,Li+,1.0,,,,,,,,,,,,,NO3-,5.0,I-,4.0,O4S-2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,MS-54-maxT,,number,1300.0,Sr+2,5.0,Li+,1.0,,,,,,,,,,,,,NO3-,5.0,I-,4.0,O4S-2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,random
,protic-55-minT-lowconc,,volume,241.92,Mn+2,0.0376760592330831,,,,,,,,,,,,,,,Br-,0.0376760592330831,O4P-3,0.0075352118466166,O4S-2,0.0075352118466166,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,2.0,CH3OH,2.0,,,,,,,,,,,random
,protic-55-maxT-lowconc,,volume,402.58285714285705,Mn+2,0.0376760592330831,,,,,,,,,,,,,,,Br-,0.0376760592330831,O4P-3,0.0075352118466166,O4S-2,0.0075352118466166,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,2.0,CH3OH,2.0,,,,,,,,,,,random
,protic-55-minT-highconc,,volume,241.92,Mn+2,0.0800753562125877,,,,,,,,,,,,,,,Br-,0.0800753562125877,O4P-3,0.0160150712425175,O4S-2,0.0160150712425175,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,2.0,CH3OH,2.0,,,,,,,,,,,random
,protic-55-maxT-highconc,,volume,402.58285714285705,Mn+2,0.0800753562125877,,,,,,,,,,,,,,,Br-,0.0800753562125877,O4P-3,0.0160150712425175,O4S-2,0.0160150712425175,,,,,,,,,,,C6H15NO2,3.0,C9H19NO,2.0,CH3OH,2.0,,,,,,,,,,,random
,protic-56-minT-lowconc,,volume,166.95000000000002,Co+2,0.0090422542159399,V+2,0.0090422542159399,In+3,0.0090422542159399,,,,,,,,,,,OH-,0.0452112710796997,F2NO4S2-,0.0180845084318799,,,,,,,,,,,,,C2H6O,3.0,,,,,,,,,,,,,,,random
,protic-56-maxT-lowconc,,volume,333.45,Co+2,0.0090422542159399,V+2,0.0090422542159399,In+3,0.0090422542159399,,,,,,,,,,,OH-,0.0452112710796997,F2NO4S2-,0.0180845084318799,,,,,,,,,,,,,C2H6O,3.0,,,,,,,,,,,,,,,random
,protic-56-minT-highconc,,volume,166.95000000000002,Co+2,0.019218085491021,V+2,0.019218085491021,In+3,0.019218085491021,,,,,,,,,,,OH-,0.0960904274551053,F2NO4S2-,0.0384361709820421,,,,,,,,,,,,,C2H6O,3.0,,,,,,,,,,,,,,,random
,protic-56-maxT-highconc,,volume,333.45,Co+2,0.019218085491021,V+2,0.019218085491021,In+3,0.019218085491021,,,,,,,,,,,OH-,0.0960904274551053,F2NO4S2-,0.0384361709820421,,,,,,,,,,,,,C2H6O,3.0,,,,,,,,,,,,,,,random
,IL-57-minT-lowconc,,volume,300.0,O2V+,0.0452112710796997,,,,,,,,,,,,,,,BF4-,0.0452112710796997,,,,,,,,,,,,,,,C4H12NO+,2.0,CF3O3S-,1.0,Br-,1.0,,,,,,,,,,,random
,IL-57-maxT-lowconc,,volume,400.0,O2V+,0.0452112710796997,,,,,,,,,,,,,,,BF4-,0.0452112710796997,,,,,,,,,,,,,,,C4H12NO+,2.0,CF3O3S-,1.0,Br-,1.0,,,,,,,,,,,random
,IL-57-minT-highconc,,volume,300.0,O2V+,0.0960904274551053,,,,,,,,,,,,,,,BF4-,0.0960904274551053,,,,,,,,,,,,,,,C4H12NO+,2.0,CF3O3S-,1.0,Br-,1.0,,,,,,,,,,,random
,IL-57-maxT-highconc,,volume,400.0,O2V+,0.0960904274551053,,,,,,,,,,,,,,,BF4-,0.0960904274551053,,,,,,,,,,,,,,,C4H12NO+,2.0,CF3O3S-,1.0,Br-,1.0,,,,,,,,,,,random
,aprotic-58-minT-lowconc,,volume,202.566,Li+,0.0452112710796997,,,,,,,,,,,,,,,OH-,0.0452112710796997,,,,,,,,,,,,,,,C6H15N,2.0,C4H5F3O2,2.0,C3H6O,1.0,,,,,,,,,,,random
,aprotic-58-maxT-lowconc,,volume,333.07,Li+,0.0452112710796997,,,,,,,,,,,,,,,OH-,0.0452112710796997,,,,,,,,,,,,,,,C6H15N,2.0,C4H5F3O2,2.0,C3H6O,1.0,,,,,,,,,,,random
,aprotic-58-minT-highconc,,volume,202.566,Li+,0.0960904274551053,,,,,,,,,,,,,,,OH-,0.0960904274551053,,,,,,,,,,,,,,,C6H15N,2.0,C4H5F3O2,2.0,C3H6O,1.0,,,,,,,,,,,random
,aprotic-58-maxT-highconc,,volume,333.07,Li+,0.0960904274551053,,,,,,,,,,,,,,,OH-,0.0960904274551053,,,,,,,,,,,,,,,C6H15N,2.0,C4H5F3O2,2.0,C3H6O,1.0,,,,,,,,,,,random
,protic-59-minT-lowconc,,volume,239.4,Li+,0.0452112710796997,,,,,,,,,,,,,,,F-,0.0226056355398498,C2H5O-,0.0226056355398498,,,,,,,,,,,,,C4H11NO,3.0,,,,,,,,,,,,,,,random
,protic-59-maxT-lowconc,,volume,371.45,Li+,0.0452112710796997,,,,,,,,,,,,,,,F-,0.0226056355398498,C2H5O-,0.0226056355398498,,,,,,,,,,,,,C4H11NO,3.0,,,,,,,,,,,,,,,random
,protic-59-minT-highconc,,volume,239.4,Li+,0.0960904274551053,,,,,,,,,,,,,,,F-,0.0480452137275526,C2H5O-,0.0480452137275526,,,,,,,,,,,,,C4H11NO,3.0,,,,,,,,,,,,,,,random
,protic-59-maxT-highconc,,volume,371.45,Li+,0.0960904274551053,,,,,,,,,,,,,,,F-,0.0480452137275526,C2H5O-,0.0480452137275526,,,,,,,,,,,,,C4H11NO,3.0,,,,,,,,,,,,,,,random
,IL-60-minT-lowconc,,volume,300.0,Zn+2,0.0113028177699249,OV+2,0.0113028177699249,Cu+,0.0113028177699249,,,,,,,,,,,F-,0.0565140888496246,,,,,,,,,,,,,,,C6H11N2+,1.0,C9H20N+pyro,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-60-maxT-lowconc,,volume,400.0,Zn+2,0.0113028177699249,OV+2,0.0113028177699249,Cu+,0.0113028177699249,,,,,,,,,,,F-,0.0565140888496246,,,,,,,,,,,,,,,C6H11N2+,1.0,C9H20N+pyro,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-60-minT-highconc,,volume,300.0,Zn+2,0.0240226068637763,OV+2,0.0240226068637763,Cu+,0.0240226068637763,,,,,,,,,,,F-,0.1201130343188816,,,,,,,,,,,,,,,C6H11N2+,1.0,C9H20N+pyro,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-60-maxT-highconc,,volume,400.0,Zn+2,0.0240226068637763,OV+2,0.0240226068637763,Cu+,0.0240226068637763,,,,,,,,,,,F-,0.1201130343188816,,,,,,,,,,,,,,,C6H11N2+,1.0,C9H20N+pyro,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,aprotic-61-minT-lowconc,,volume,328.98600000000005,Na+,0.0100469491288221,Ni+2,0.0100469491288221,Al+3,0.0100469491288221,,,,,,,,,,,C2F6NO4S2-,0.0401877965152886,AsF6-,0.0100469491288221,OH-,0.0100469491288221,,,,,,,,,,,C3H8O3S,1.0,CHBr3,2.0,C2H4O4S,2.0,,,,,,,,,,,random
,aprotic-61-maxT-lowconc,,volume,425.22,Na+,0.0100469491288221,Ni+2,0.0100469491288221,Al+3,0.0100469491288221,,,,,,,,,,,C2F6NO4S2-,0.0401877965152886,AsF6-,0.0100469491288221,OH-,0.0100469491288221,,,,,,,,,,,C3H8O3S,1.0,CHBr3,2.0,C2H4O4S,2.0,,,,,,,,,,,random
,aprotic-61-minT-highconc,,volume,328.98600000000005,Na+,0.0213534283233567,Ni+2,0.0213534283233567,Al+3,0.0213534283233567,,,,,,,,,,,C2F6NO4S2-,0.0854137132934269,AsF6-,0.0213534283233567,OH-,0.0213534283233567,,,,,,,,,,,C3H8O3S,1.0,CHBr3,2.0,C2H4O4S,2.0,,,,,,,,,,,random
,aprotic-61-maxT-highconc,,volume,425.22,Na+,0.0213534283233567,Ni+2,0.0213534283233567,Al+3,0.0213534283233567,,,,,,,,,,,C2F6NO4S2-,0.0854137132934269,AsF6-,0.0213534283233567,OH-,0.0213534283233567,,,,,,,,,,,C3H8O3S,1.0,CHBr3,2.0,C2H4O4S,2.0,,,,,,,,,,,random
,protic-62-minT-lowconc,,volume,166.95000000000002,Mn+2,0.0301408473864664,,,,,,,,,,,,,,,Br-,0.0301408473864664,NO3-,0.0150704236932332,I-,0.0150704236932332,,,,,,,,,,,C2H6O,2.0,,,,,,,,,,,,,,,random
,protic-62-maxT-lowconc,,volume,333.45,Mn+2,0.0301408473864664,,,,,,,,,,,,,,,Br-,0.0301408473864664,NO3-,0.0150704236932332,I-,0.0150704236932332,,,,,,,,,,,C2H6O,2.0,,,,,,,,,,,,,,,random
,protic-62-minT-highconc,,volume,166.95000000000002,Mn+2,0.0640602849700702,,,,,,,,,,,,,,,Br-,0.0640602849700702,NO3-,0.0320301424850351,I-,0.0320301424850351,,,,,,,,,,,C2H6O,2.0,,,,,,,,,,,,,,,random
,protic-62-maxT-highconc,,volume,333.45,Mn+2,0.0640602849700702,,,,,,,,,,,,,,,Br-,0.0640602849700702,NO3-,0.0320301424850351,I-,0.0320301424850351,,,,,,,,,,,C2H6O,2.0,,,,,,,,,,,,,,,random
,protic-63-minT-lowconc,,volume,426.3,Cu+,0.0129175060227713,Mg+2,0.0129175060227713,H3O+,0.0129175060227713,,,,,,,,,,,C4H6F3O2-,0.038752518068314,I-,0.0129175060227713,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,protic-63-maxT-lowconc,,volume,430.35,Cu+,0.0129175060227713,Mg+2,0.0129175060227713,H3O+,0.0129175060227713,,,,,,,,,,,C4H6F3O2-,0.038752518068314,I-,0.0129175060227713,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,protic-63-minT-highconc,,volume,426.3,Cu+,0.0274544078443158,Mg+2,0.0274544078443158,H3O+,0.0274544078443158,,,,,,,,,,,C4H6F3O2-,0.0823632235329474,I-,0.0274544078443158,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,protic-63-maxT-highconc,,volume,430.35,Cu+,0.0274544078443158,Mg+2,0.0274544078443158,H3O+,0.0274544078443158,,,,,,,,,,,C4H6F3O2-,0.0823632235329474,I-,0.0274544078443158,,,,,,,,,,,,,CH4N2O,1.0,,,,,,,,,,,,,,,random
,aprotic-64-minT-lowconc,,volume,249.9,Al+3,0.0129175060227713,Ni+2,0.0129175060227713,,,,,,,,,,,,,CHO3-,0.0516700240910854,F2NO4S2-,0.0129175060227713,,,,,,,,,,,,,C6H15O4P,1.0,C4H8O3,1.0,,,,,,,,,,,,,random
,aprotic-64-maxT-lowconc,,volume,412.3,Al+3,0.0129175060227713,Ni+2,0.0129175060227713,,,,,,,,,,,,,CHO3-,0.0516700240910854,F2NO4S2-,0.0129175060227713,,,,,,,,,,,,,C6H15O4P,1.0,C4H8O3,1.0,,,,,,,,,,,,,random
,aprotic-64-minT-highconc,,volume,249.9,Al+3,0.0274544078443158,Ni+2,0.0274544078443158,,,,,,,,,,,,,CHO3-,0.1098176313772632,F2NO4S2-,0.0274544078443158,,,,,,,,,,,,,C6H15O4P,1.0,C4H8O3,1.0,,,,,,,,,,,,,random
,aprotic-64-maxT-highconc,,volume,412.3,Al+3,0.0274544078443158,Ni+2,0.0274544078443158,,,,,,,,,,,,,CHO3-,0.1098176313772632,F2NO4S2-,0.0274544078443158,,,,,,,,,,,,,C6H15O4P,1.0,C4H8O3,1.0,,,,,,,,,,,,,random
,protic-65-minT-lowconc,,volume,231.6,Cu+2,0.0301408473864664,,,,,,,,,,,,,,,F2NO4S2-,0.0301408473864664,OH-,0.0301408473864664,,,,,,,,,,,,,C3H8O,3.0,H2O,2.0,C4H11NO,2.0,,,,,,,,,,,random
,protic-65-maxT-lowconc,,volume,347.53714285714284,Cu+2,0.0301408473864664,,,,,,,,,,,,,,,F2NO4S2-,0.0301408473864664,OH-,0.0301408473864664,,,,,,,,,,,,,C3H8O,3.0,H2O,2.0,C4H11NO,2.0,,,,,,,,,,,random
,protic-65-minT-highconc,,volume,231.6,Cu+2,0.0640602849700702,,,,,,,,,,,,,,,F2NO4S2-,0.0640602849700702,OH-,0.0640602849700702,,,,,,,,,,,,,C3H8O,3.0,H2O,2.0,C4H11NO,2.0,,,,,,,,,,,random
,protic-65-maxT-highconc,,volume,347.53714285714284,Cu+2,0.0640602849700702,,,,,,,,,,,,,,,F2NO4S2-,0.0640602849700702,OH-,0.0640602849700702,,,,,,,,,,,,,C3H8O,3.0,H2O,2.0,C4H11NO,2.0,,,,,,,,,,,random
,aprotic-66-minT-lowconc,,volume,270.375,Ca+2,0.0301408473864664,,,,,,,,,,,,,,,CF3O3S-,0.0602816947729329,,,,,,,,,,,,,,,C6H18N3OP,3.0,CH3NO2,2.0,C6H15O4P,1.0,,,,,,,,,,,random
,aprotic-66-maxT-lowconc,,volume,435.6383333333333,Ca+2,0.0301408473864664,,,,,,,,,,,,,,,CF3O3S-,0.0602816947729329,,,,,,,,,,,,,,,C6H18N3OP,3.0,CH3NO2,2.0,C6H15O4P,1.0,,,,,,,,,,,random
,aprotic-66-minT-highconc,,volume,270.375,Ca+2,0.0640602849700702,,,,,,,,,,,,,,,CF3O3S-,0.1281205699401404,,,,,,,,,,,,,,,C6H18N3OP,3.0,CH3NO2,2.0,C6H15O4P,1.0,,,,,,,,,,,random
,aprotic-66-maxT-highconc,,volume,435.6383333333333,Ca+2,0.0640602849700702,,,,,,,,,,,,,,,CF3O3S-,0.1281205699401404,,,,,,,,,,,,,,,C6H18N3OP,3.0,CH3NO2,2.0,C6H15O4P,1.0,,,,,,,,,,,random
,IL-67-minT-lowconc,,volume,300.0,Ca+2,0.0113028177699249,Pt+2,0.0113028177699249,Ti+,0.0113028177699249,,,,,,,,,,,AsF6-,0.0452112710796997,C2H3O2-,0.0113028177699249,,,,,,,,,,,,,C9H18NO+,1.0,C8H20NO+,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-67-maxT-lowconc,,volume,400.0,Ca+2,0.0113028177699249,Pt+2,0.0113028177699249,Ti+,0.0113028177699249,,,,,,,,,,,AsF6-,0.0452112710796997,C2H3O2-,0.0113028177699249,,,,,,,,,,,,,C9H18NO+,1.0,C8H20NO+,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-67-minT-highconc,,volume,300.0,Ca+2,0.0240226068637763,Pt+2,0.0240226068637763,Ti+,0.0240226068637763,,,,,,,,,,,AsF6-,0.0960904274551053,C2H3O2-,0.0240226068637763,,,,,,,,,,,,,C9H18NO+,1.0,C8H20NO+,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-67-maxT-highconc,,volume,400.0,Ca+2,0.0240226068637763,Pt+2,0.0240226068637763,Ti+,0.0240226068637763,,,,,,,,,,,AsF6-,0.0960904274551053,C2H3O2-,0.0240226068637763,,,,,,,,,,,,,C9H18NO+,1.0,C8H20NO+,1.0,C5H14NO+,1.0,Br-,3.0,,,,,,,,,random
,IL-68-minT-lowconc,,volume,300.0,Zr+4,0.0180845084318799,,,,,,,,,,,,,,,NO3-,0.0723380337275196,,,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C8H20NO+,1.0,CHO3-,3.0,,,,,,,,,random
,IL-68-maxT-lowconc,,volume,400.0,Zr+4,0.0180845084318799,,,,,,,,,,,,,,,NO3-,0.0723380337275196,,,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C8H20NO+,1.0,CHO3-,3.0,,,,,,,,,random
,IL-68-minT-highconc,,volume,300.0,Zr+4,0.0384361709820421,,,,,,,,,,,,,,,NO3-,0.1537446839281685,,,,,,,,,,,,,,,C5H14NO+,1.0,C8H18N+,1.0,C8H20NO+,1.0,CHO3-,3.0,,,,,,,,,random
